Customer ID,first_purchase,last_purchase,num_invoices,total_quantity,monetary,distinct_products,recency_days,frequency,avg_basket_value,avg_qty_per_invoice,kmeans_cluster,agg_cluster,dbscan_cluster,kmeans_label
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,5,1801,5059.32,107,43,5,1011.8639999999999,360.2,3,0,0,Cluster 3
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,10,13534,16794.14,285,1,10,1679.414,1353.4,1,0,0,Cluster 1
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,3,532,1103.43,62,85,3,367.81,177.33333333333334,2,1,0,Cluster 2
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,6,4958,13925.93,88,80,6,2320.9883333333332,826.3333333333334,3,0,-1,Cluster 3
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,211,509.01,16,100,1,509.01,211.0,2,1,0,Cluster 2
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,39,8000,12683.4,273,2,39,325.2153846153846,205.12820512820514,1,0,0,Cluster 1
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,1180,2906.85,84,14,2,1453.425,590.0,3,2,0,Cluster 3
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,2,478,1142.88,69,683,2,571.44,239.0,3,2,0,Cluster 3
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,2,331,859.2,21,462,2,429.6,165.5,2,1,0,Cluster 2
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,1,121,173.55,11,367,1,173.55,121.0,0,3,0,Cluster 0
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,182,172.06,12,3,1,172.06,182.0,0,3,0,Cluster 0
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,182,485.31,21,732,1,485.31,182.0,0,1,0,Cluster 0
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,1153,5005.46,138,21,5,1001.092,230.6,1,0,0,Cluster 1
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,2,206,434.98,24,22,2,217.49,103.0,2,1,0,Cluster 2
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,351,1002.3100000000001,57,58,1,1002.3100000000001,351.0,3,2,0,Cluster 3
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,190,476.49,26,243,1,476.49,190.0,2,1,0,Cluster 2
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,243,449.45,22,44,1,449.45,243.0,2,1,0,Cluster 2
12449,2010-09-27 09:37:00,2011-11-17 13:46:00,6,2282,4835.89,125,22,6,805.9816666666667,380.3333333333333,3,0,0,Cluster 3
12450,2010-08-22 13:11:00,2011-07-06 14:41:00,5,442,688.2,31,156,5,137.64000000000001,88.4,2,3,0,Cluster 2
12451,2010-06-28 12:58:00,2011-11-29 08:40:00,8,9359,12669.88,352,11,8,1583.735,1169.875,1,0,0,Cluster 1
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,2,185,430.57,21,17,2,215.285,92.5,2,1,0,Cluster 2
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,473,707.09,43,134,1,707.09,473.0,3,2,0,Cluster 3
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,5,7703,16679.78,24,56,5,3335.9559999999997,1540.6,3,2,0,Cluster 3
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,10,3302,5879.95,199,73,10,587.995,330.2,1,0,0,Cluster 1
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,1633,3181.04,105,44,3,1060.3466666666666,544.3333333333334,3,2,0,Cluster 3
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,8,1094,2995.91,63,66,8,374.48875,136.75,2,0,0,Cluster 2
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,4,986,1777.49,71,71,4,444.3725,246.5,2,0,0,Cluster 2
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,258,454.36,23,605,1,454.36,258.0,3,1,0,Cluster 3
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,170,326.65,18,456,1,326.65,170.0,0,1,0,Cluster 0
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,2,287,826.88,35,94,2,413.44,143.5,2,1,0,Cluster 2
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,536,1189.59,51,19,2,594.795,268.0,3,2,0,Cluster 3
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,776,1344.78,65,53,4,336.195,194.0,2,1,0,Cluster 2
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,112,1212.05,6,10,8,151.50625,14.0,2,1,0,Cluster 2
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,479,742.1899999999999,46,17,2,371.09499999999997,239.5,2,1,0,Cluster 2
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,1,56.73,1,682,1,56.73,1.0,0,3,0,Cluster 0
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,129,132.8,9,423,1,132.8,129.0,0,3,0,Cluster 0
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,5,2201,3670.74,127,188,5,734.1479999999999,440.2,3,2,0,Cluster 3
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,2,2552,3070.54,76,523,2,1535.27,1276.0,3,2,0,Cluster 3
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,95,211.95,23,690,1,211.95,95.0,0,3,0,Cluster 0
12471,2009-12-07 10:41:00,2011-12-07 15:43:00,79,16858,39918.19,255,2,79,505.2935443037975,213.39240506329114,1,0,0,Cluster 1
12472,2009-12-14 10:49:00,2011-11-07 14:01:00,19,10378,16249.289999999999,397,32,19,855.2257894736841,546.2105263157895,1,0,0,Cluster 1
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,5,2414,3928.0499999999997,140,29,5,785.6099999999999,482.8,3,0,0,Cluster 3
12474,2010-02-11 09:41:00,2011-11-22 14:39:00,31,7940,12372.75,369,17,31,399.1209677419355,256.1290322580645,1,0,0,Cluster 1
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,2,771,1149.64,54,54,2,574.82,385.5,3,2,0,Cluster 3
12476,2010-07-26 09:04:00,2011-11-24 12:40:00,23,5631,14083.91,358,16,23,612.3439130434782,244.82608695652175,1,0,0,Cluster 1
12477,2010-03-26 14:01:00,2011-11-17 09:51:00,9,6119,20276.37,295,23,9,2252.93,679.8888888888889,1,0,0,Cluster 1
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,236,680.99,36,4,1,680.99,236.0,3,2,0,Cluster 3
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,385,527.2,31,11,1,527.2,385.0,3,2,0,Cluster 3
12480,2010-07-20 13:21:00,2011-11-11 14:52:00,7,2952,5464.85,177,28,7,780.6928571428572,421.7142857142857,1,0,0,Cluster 1
12481,2010-04-11 13:10:00,2011-11-17 08:29:00,15,7158,12185.51,248,23,15,812.3673333333334,477.2,1,0,0,Cluster 1
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,29,27042,23691.4,42,576,29,816.944827586207,932.4827586206897,3,2,-1,Cluster 3
12483,2010-01-31 13:28:00,2011-11-22 17:02:00,19,2160,5097.18,68,17,19,268.27263157894737,113.6842105263158,2,0,0,Cluster 2
12484,2010-01-27 16:41:00,2011-11-07 11:37:00,12,3266,6354.1,329,33,12,529.5083333333333,272.1666666666667,1,0,0,Cluster 1
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,414,708.1,34,529,1,708.1,414.0,3,2,0,Cluster 3
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,1,523,1037.28,49,432,1,1037.28,523.0,3,2,0,Cluster 3
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,1,174,285.29999999999995,2,731,1,285.29999999999995,174.0,0,1,0,Cluster 0
12488,2011-09-25 10:34:00,2011-11-30 08:50:00,3,529,1298.66,46,10,3,432.8866666666667,176.33333333333334,2,1,0,Cluster 2
12489,2011-01-07 13:13:00,2011-01-07 13:13:00,1,105,334.93,15,336,1,334.93,105.0,0,1,0,Cluster 0
12490,2009-12-01 12:52:00,2011-12-04 16:07:00,21,5906,9823.64,195,5,21,467.79238095238094,281.23809523809524,1,0,0,Cluster 1
12491,2011-11-01 12:18:00,2011-11-01 12:18:00,1,260,460.40000000000003,25,39,1,460.40000000000003,260.0,2,1,0,Cluster 2
12492,2010-11-01 14:58:00,2011-10-07 15:15:00,3,444,715.21,38,63,3,238.40333333333334,148.0,2,1,0,Cluster 2
12493,2011-05-26 14:53:00,2011-06-27 10:17:00,2,207,433.74,20,166,2,216.87,103.5,0,3,0,Cluster 0
12494,2010-05-12 13:52:00,2011-11-24 09:34:00,9,979,1815.27,83,16,9,201.69666666666666,108.77777777777777,2,0,0,Cluster 2
12495,2010-03-09 10:53:00,2010-03-09 10:53:00,1,130,357.4,17,641,1,357.4,130.0,0,1,0,Cluster 0
12496,2010-03-29 13:57:00,2010-03-29 14:06:00,2,30,45.34,10,620,2,22.67,15.0,0,3,0,Cluster 0
12497,2010-03-05 09:39:00,2011-09-19 12:29:00,3,5685,6248.5,41,82,3,2082.8333333333335,1895.0,3,2,0,Cluster 3
12498,2011-10-13 09:30:00,2011-11-18 12:53:00,3,159,403.70000000000005,21,21,3,134.5666666666667,53.0,0,1,0,Cluster 0
12499,2010-05-28 15:12:00,2010-05-28 15:12:00,1,302,393.72,27,560,1,393.72,302.0,3,1,0,Cluster 3
12500,2010-02-04 15:05:00,2011-11-16 16:20:00,19,3377,5955.21,88,23,19,313.4321052631579,177.73684210526315,1,0,0,Cluster 1
12501,2011-01-07 12:28:00,2011-01-07 12:28:00,1,1783,2169.39,149,337,1,2169.39,1783.0,3,2,-1,Cluster 3
12502,2011-02-03 10:41:00,2011-09-05 11:52:00,5,820,3723.87,102,96,5,744.774,164.0,2,0,0,Cluster 2
12503,2010-05-04 13:59:00,2010-05-04 13:59:00,1,561,1126.0,2,584,1,1126.0,561.0,3,2,-1,Cluster 3
12504,2010-04-22 10:24:00,2011-11-21 16:02:00,4,458,779.05,11,18,4,194.7625,114.5,2,1,0,Cluster 2
12505,2010-10-27 09:18:00,2010-10-27 09:18:00,1,324,955.2,42,409,1,955.2,324.0,3,2,0,Cluster 3
12506,2011-04-21 08:54:00,2011-04-21 08:54:00,1,23,73.5,23,233,1,73.5,23.0,0,3,0,Cluster 0
12507,2010-05-04 09:23:00,2011-07-28 17:09:00,4,1256,1844.06,46,134,4,461.015,314.0,3,2,0,Cluster 3
12508,2011-11-10 16:27:00,2011-11-13 15:37:00,2,271,397.88,57,26,2,198.94,135.5,2,1,0,Cluster 2
12509,2011-02-28 14:45:00,2011-02-28 14:45:00,1,55,176.5,7,284,1,176.5,55.0,0,3,0,Cluster 0
12510,2009-12-04 13:47:00,2011-07-20 10:15:00,9,2049,5178.02,94,143,9,575.3355555555556,227.66666666666666,1,0,0,Cluster 1
12511,2010-10-07 10:39:00,2010-10-07 10:39:00,1,1753,3084.02,190,429,1,3084.02,1753.0,3,2,-1,Cluster 3
12512,2011-10-04 14:53:00,2011-10-04 14:55:00,2,96,132.18,31,66,2,66.09,48.0,0,3,0,Cluster 0
12513,2011-08-19 10:51:00,2011-08-19 10:51:00,1,462,612.29,35,113,1,612.29,462.0,3,2,0,Cluster 3
12514,2010-03-08 12:18:00,2011-03-17 16:38:00,2,840,1597.76,76,267,2,798.88,420.0,3,2,0,Cluster 3
12515,2010-12-21 15:43:00,2010-12-21 15:43:00,1,131,383.7,16,353,1,383.7,131.0,0,1,0,Cluster 0
12516,2010-04-19 14:14:00,2011-09-23 09:13:00,4,1952,2648.62,49,78,4,662.155,488.0,3,2,0,Cluster 3
12517,2011-06-02 15:13:00,2011-11-11 14:04:00,5,1361,2481.6,232,28,5,496.32,272.2,1,0,0,Cluster 1
12518,2011-08-21 13:18:00,2011-12-09 10:13:00,5,1318,2056.89,84,1,5,411.378,263.6,2,0,0,Cluster 2
12519,2010-08-20 08:21:00,2011-10-07 09:26:00,2,387,716.54,34,64,2,358.27,193.5,2,1,0,Cluster 2
12520,2011-03-11 11:35:00,2011-09-21 15:23:00,5,1439,2634.26,121,79,5,526.8520000000001,287.8,3,0,0,Cluster 3
12521,2011-07-20 10:51:00,2011-07-20 10:51:00,1,309,599.68,38,143,1,599.68,309.0,3,2,0,Cluster 3
12522,2011-10-19 14:41:00,2011-10-31 15:30:00,2,194,192.72,11,39,2,96.36,97.0,0,3,0,Cluster 0
12523,2009-12-07 13:46:00,2011-11-20 12:55:00,23,2263,4352.35,176,19,23,189.2326086956522,98.3913043478261,1,0,0,Cluster 1
12524,2010-02-08 14:41:00,2011-11-30 15:31:00,17,7178,11126.11,157,9,17,654.4770588235294,422.2352941176471,1,0,0,Cluster 1
12525,2010-03-02 14:01:00,2010-07-29 16:08:00,3,509,973.73,56,498,3,324.57666666666665,169.66666666666666,2,1,0,Cluster 2
12526,2011-09-06 14:19:00,2011-12-09 12:09:00,3,632,1316.66,64,1,3,438.8866666666667,210.66666666666666,2,1,0,Cluster 2
12527,2010-06-28 15:37:00,2011-09-19 11:55:00,5,526,735.51,26,82,5,147.102,105.2,2,1,0,Cluster 2
12528,2011-01-31 09:05:00,2011-11-30 14:40:00,6,756,1933.48,50,9,6,322.24666666666667,126.0,2,1,0,Cluster 2
12529,2010-06-29 13:10:00,2010-06-29 13:10:00,1,192,316.48,21,528,1,316.48,192.0,0,1,0,Cluster 0
12530,2010-03-07 14:37:00,2011-10-11 12:34:00,9,2713,3759.26,94,60,9,417.6955555555556,301.44444444444446,1,0,0,Cluster 1
12531,2010-01-22 14:17:00,2011-11-25 11:12:00,2,1119,1933.2,126,15,2,966.6,559.5,3,2,0,Cluster 3
12532,2011-11-09 13:47:00,2011-11-09 13:47:00,1,153,349.83000000000004,16,30,1,349.83000000000004,153.0,2,1,0,Cluster 2
12533,2009-12-01 11:50:00,2010-03-22 10:56:00,2,704,1367.89,63,628,2,683.945,352.0,3,2,-1,Cluster 3
12534,2011-08-01 10:26:00,2011-08-01 10:26:00,1,651,1089.18,63,131,1,1089.18,651.0,3,2,0,Cluster 3
12535,2011-06-06 12:47:00,2011-09-09 08:48:00,2,219,716.35,28,92,2,358.175,109.5,2,1,0,Cluster 2
12536,2011-10-11 14:52:00,2011-10-27 14:20:00,3,2803,12601.830000000002,260,43,3,4200.610000000001,934.3333333333334,1,0,0,Cluster 1
12537,2010-10-27 08:36:00,2010-10-27 08:36:00,1,449,732.94,43,409,1,732.94,449.0,3,2,0,Cluster 3
12538,2010-11-26 13:02:00,2011-11-10 17:16:00,2,336,640.45,33,29,2,320.225,168.0,2,1,0,Cluster 2
12539,2009-12-23 13:00:00,2011-11-17 13:30:00,7,4535,11214.75,276,22,7,1602.107142857143,647.8571428571429,1,0,0,Cluster 1
12540,2009-12-07 16:56:00,2011-11-20 11:31:00,33,11019,22254.49,354,20,33,674.3784848484848,333.90909090909093,1,0,0,Cluster 1
12541,2011-03-04 09:32:00,2011-11-10 10:40:00,3,680,981.18,46,30,3,327.06,226.66666666666666,2,1,0,Cluster 2
12542,2010-03-09 16:26:00,2010-08-12 19:12:00,2,522,481.88,39,484,2,240.94,261.0,0,2,0,Cluster 0
12543,2010-09-17 15:51:00,2010-09-17 15:51:00,1,688,980.25,43,448,1,980.25,688.0,3,2,0,Cluster 3
12544,2011-11-03 16:15:00,2011-11-03 16:15:00,1,136,372.7,19,36,1,372.7,136.0,2,1,0,Cluster 2
12545,2011-03-25 12:04:00,2011-09-25 13:39:00,2,523,1000.39,42,75,2,500.195,261.5,3,2,0,Cluster 3
12546,2011-09-23 09:44:00,2011-10-24 12:09:00,2,633,1161.5,59,47,2,580.75,316.5,3,2,0,Cluster 3
12547,2010-07-27 13:55:00,2011-05-26 12:38:00,3,309,383.58,13,198,3,127.86,103.0,0,1,0,Cluster 0
12548,2011-06-26 15:35:00,2011-06-26 15:35:00,1,49,95.19999999999999,5,166,1,95.19999999999999,49.0,0,3,0,Cluster 0
